shot_id,combined_shot_type,period,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,home_away,time_sec_remaining
1203,Jump Shot,2,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 DEN,0,77
1204,Jump Shot,3,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DEN,0,636
1205,Jump Shot,3,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 DEN,0,443
1206,Jump Shot,3,24,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 DEN,0,404
1207,Jump Shot,3,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 DEN,0,312
1208,Jump Shot,3,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DEN,0,237
1209,Jump Shot,3,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 DEN,0,149
1210,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DEN,0,128
1211,Jump Shot,4,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 DEN,0,696
1212,Jump Shot,4,21,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 DEN,0,563
1213,Layup,4,1,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DEN,0,561
1214,Jump Shot,4,21,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 DEN,0,403
1215,Jump Shot,4,21,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 DEN,0,311
1216,Jump Shot,4,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DEN,0,88
1217,Jump Shot,4,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-01 DEN,0,31
1218,Jump Shot,4,26,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 DEN,0,3
1219,Jump Shot,4,43,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 DEN,0,0
1220,Jump Shot,1,21,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 VAN,0,639
1221,Jump Shot,1,19,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 VAN,0,25
1222,Jump Shot,1,38,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 VAN,0,0
1223,Dunk,2,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 VAN,0,519
1224,Jump Shot,2,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 VAN,0,327
1225,Jump Shot,2,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 VAN,0,145
1226,Jump Shot,2,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 VAN,0,124
1230,Jump Shot,3,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 VAN,0,129
1231,Layup,3,2,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 VAN,0,90
1232,Jump Shot,4,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 VAN,0,470
1233,Jump Shot,4,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 VAN,0,379
1234,Jump Shot,4,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 VAN,0,291
1235,Jump Shot,4,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 VAN,0,225
1236,Jump Shot,1,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 GSW,1,610
1238,Hook Shot,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,475
1239,Jump Shot,1,27,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 GSW,1,188
1240,Dunk,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,95
1242,Layup,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,5
1243,Layup,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,222
1244,Jump Shot,3,14,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 GSW,1,630
1245,Jump Shot,3,8,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 GSW,1,488
1246,Jump Shot,3,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 GSW,1,481
1247,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,438
1248,Jump Shot,3,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 GSW,1,185
1249,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,163
1250,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,1,133
1251,Jump Shot,1,10,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 GSW,0,637
1252,Jump Shot,1,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 GSW,0,542
1253,Jump Shot,1,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 GSW,0,503
1254,Jump Shot,1,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 GSW,0,492
1255,Jump Shot,1,3,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,239
1257,Dunk,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,25
1258,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,710
1259,Jump Shot,3,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 GSW,0,626
1260,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,295
1261,Dunk,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,168
1262,Dunk,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,255
1263,Layup,4,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 GSW,0,181
1264,Jump Shot,4,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 GSW,0,153
1265,Jump Shot,4,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2000-01 GSW,0,80
1266,Jump Shot,4,11,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2000-01 GSW,0,35
1267,Jump Shot,4,25,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 GSW,0,8
1268,Jump Shot,1,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 TOR,1,586
1269,Jump Shot,1,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 TOR,1,561
1270,Jump Shot,1,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 TOR,1,428
1271,Tip Shot,1,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,402
1272,Layup,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,253
1273,Jump Shot,1,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 TOR,1,142
1274,Jump Shot,1,12,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 TOR,1,88
1275,Jump Shot,2,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 TOR,1,256
1276,Layup,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,160
1277,Jump Shot,2,19,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 TOR,1,0
1278,Tip Shot,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,696
1280,Jump Shot,3,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 TOR,1,565
1281,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,502
1282,Jump Shot,3,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 TOR,1,429
1283,Jump Shot,3,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 TOR,1,334
1284,Jump Shot,3,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 TOR,1,326
1285,Jump Shot,3,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 TOR,1,283
1286,Jump Shot,3,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-01 TOR,1,243
1287,Jump Shot,3,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 TOR,1,223
1288,Layup,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,218
1289,Dunk,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,119
1290,Jump Shot,3,20,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 TOR,1,83
1291,Jump Shot,3,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 TOR,1,50
1292,Jump Shot,3,9,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-01 TOR,1,3
1294,Jump Shot,4,11,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 TOR,1,667
1296,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,514
1297,Jump Shot,4,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 TOR,1,387
1298,Dunk,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 TOR,1,357
1299,Jump Shot,4,19,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 TOR,1,323
1300,Jump Shot,4,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 TOR,1,284
1301,Jump Shot,4,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 TOR,1,246
1302,Jump Shot,1,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 SAS,1,638
1303,Jump Shot,1,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 SAS,1,623
1304,Jump Shot,1,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 SAS,1,431
1305,Jump Shot,1,16,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 SAS,1,393
1306,Layup,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,312
1307,Layup,1,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,233
1308,Jump Shot,1,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 SAS,1,205
1309,Jump Shot,1,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 SAS,1,164
1310,Jump Shot,1,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 SAS,1,103
1311,Jump Shot,2,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 SAS,1,394
1312,Layup,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,347
1313,Jump Shot,2,8,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 SAS,1,214
1314,Layup,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,196
1315,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,658
1316,Jump Shot,3,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 SAS,1,587
1317,Jump Shot,3,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 SAS,1,539
1318,Jump Shot,3,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 SAS,1,446
1323,Layup,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,0
1324,Jump Shot,4,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 SAS,1,698
1325,Jump Shot,4,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 SAS,1,449
1326,Jump Shot,4,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 SAS,1,220
1327,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,157
1328,Jump Shot,4,20,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 SAS,1,55
1329,Jump Shot,4,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 SAS,1,46
1330,Hook Shot,5,9,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 SAS,1,288
1331,Jump Shot,5,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 SAS,1,255
1332,Jump Shot,5,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 SAS,1,190
1333,Dunk,5,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 SAS,1,81
1335,Jump Shot,1,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 DET,0,417
1336,Dunk,1,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DET,0,282
1337,Jump Shot,1,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DET,0,50
1338,Jump Shot,2,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 DET,0,228
1339,Jump Shot,2,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DET,0,188
1340,Jump Shot,2,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 DET,0,156
1341,Jump Shot,2,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 DET,0,134
1342,Jump Shot,3,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 DET,0,619
1343,Jump Shot,3,17,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 DET,0,522
1344,Jump Shot,3,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 DET,0,353
1345,Jump Shot,3,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DET,0,227
1346,Jump Shot,3,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DET,0,62
1347,Layup,3,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DET,0,4
1348,Jump Shot,4,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-01 DET,0,662
1349,Jump Shot,4,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-01 DET,0,613
1350,Jump Shot,4,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 DET,0,545
1352,Jump Shot,4,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 DET,0,377
1353,Jump Shot,4,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 DET,0,288
1354,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DET,0,224
1355,Jump Shot,4,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,2000-01 DET,0,185
1356,Layup,4,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 DET,0,146
1357,Jump Shot,4,28,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,2000-01 DET,0,84
1358,Jump Shot,4,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 DET,0,30
1359,Jump Shot,4,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 DET,0,2
1360,Jump Shot,5,11,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-01 DET,0,240
1361,Jump Shot,5,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 DET,0,190
1362,Jump Shot,5,10,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,2000-01 DET,0,32
1363,Dunk,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 WAS,0,497
1364,Dunk,1,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 WAS,0,247
1365,Jump Shot,1,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 WAS,0,51
1366,Jump Shot,1,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 WAS,0,31
1367,Jump Shot,2,23,0.0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,2000-01 WAS,0,108
1368,Jump Shot,2,10,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 WAS,0,52
1369,Jump Shot,2,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 WAS,0,32
1370,Jump Shot,2,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 WAS,0,0
1371,Jump Shot,3,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 WAS,0,583
1372,Jump Shot,3,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 WAS,0,428
1374,Jump Shot,3,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 WAS,0,227
1376,Dunk,3,1,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 WAS,0,48
1377,Jump Shot,3,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 WAS,0,23
1378,Jump Shot,4,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 WAS,0,704
1379,Jump Shot,4,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 WAS,0,687
1381,Jump Shot,1,8,0.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,2000-01 ORL,0,603
1383,Dunk,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ORL,0,666
1384,Jump Shot,2,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 ORL,0,439
1386,Jump Shot,2,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 ORL,0,314
1387,Jump Shot,2,17,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 ORL,0,161
1388,Jump Shot,3,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ORL,0,633
1389,Jump Shot,3,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 ORL,0,580
1390,Jump Shot,3,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 ORL,0,505
1391,Jump Shot,3,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 ORL,0,233
1392,Jump Shot,4,25,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 ORL,0,586
1393,Jump Shot,4,16,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 ORL,0,549
1394,Jump Shot,4,22,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 ORL,0,192
1395,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ORL,0,154
1396,Jump Shot,4,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 ORL,0,127
1397,Jump Shot,4,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 ORL,0,87
1398,Jump Shot,1,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 ATL,0,478
1400,Layup,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,670
1401,Jump Shot,2,8,0.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,2000-01 ATL,0,638
1402,Dunk,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,519
1404,Layup,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,316
1405,Jump Shot,2,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ATL,0,271
1406,Jump Shot,2,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 ATL,0,214
1407,Jump Shot,2,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,2000-01 ATL,0,62
1408,Dunk,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,656
1409,Jump Shot,3,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ATL,0,602
1410,Layup,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,416
1411,Jump Shot,3,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ATL,0,316
1412,Jump Shot,3,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 ATL,0,243
1413,Jump Shot,3,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ATL,0,212
1414,Jump Shot,4,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 ATL,0,558
1415,Layup,4,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,102
1416,Layup,4,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,96
1417,Jump Shot,4,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 ATL,0,74
1418,Layup,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 ATL,0,38
1419,Jump Shot,4,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,2000-01 ATL,0,0
1420,Jump Shot,1,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 MIL,0,624
1421,Jump Shot,1,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2000-01 MIL,0,538
1422,Jump Shot,1,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 MIL,0,439
1423,Jump Shot,1,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 MIL,0,186
1424,Jump Shot,2,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 MIL,0,507
1425,Layup,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 MIL,0,462
1426,Layup,2,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 MIL,0,138
1427,Jump Shot,2,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 MIL,0,73
1429,Jump Shot,3,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 MIL,0,549
1430,Jump Shot,3,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 MIL,0,475
1431,Jump Shot,3,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 MIL,0,288
1432,Jump Shot,3,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,2000-01 MIL,0,272
1433,Jump Shot,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,2000-01 MIL,0,568
1435,Jump Shot,1,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,2000-01 NYK,1,566
1436,Jump Shot,1,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,2000-01 NYK,1,299
1437,Jump Shot,1,28,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,2000-01 NYK,1,145
1438,Jump Shot,1,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 NYK,1,93
1439,Jump Shot,1,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 PHX,1,648
1440,Jump Shot,1,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 PHX,1,647
1441,Jump Shot,1,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 PHX,1,392
1442,Jump Shot,1,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,2000-01 PHX,1,359
1443,Jump Shot,1,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 PHX,1,309
1445,Jump Shot,2,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 PHX,1,210
1446,Jump Shot,2,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 PHX,1,111
1447,Jump Shot,3,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,2000-01 PHX,1,454
1449,Jump Shot,3,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,2000-01 PHX,1,326
